transformer_id,transformer_type,risk_score,risk_level,root_cause,maintenance_action
35,Distribution Transformer,0.0548912,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
46,Distribution Transformer,0.054650802,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
29,Distribution Transformer,0.054590598,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
14,Distribution Transformer,0.054489076,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
49,Distribution Transformer,0.054122247,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
47,Distribution Transformer,0.054063022,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
10,Distribution Transformer,0.05382759,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
10,Distribution Transformer,0.053752232,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
47,Distribution Transformer,0.053675096,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
1,Distribution Transformer,0.05327289,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.053166058,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
30,Distribution Transformer,0.05309491,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
40,Distribution Transformer,0.053013995,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
26,Distribution Transformer,0.052740116,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
40,Distribution Transformer,0.052596685,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
5,Distribution Transformer,0.052283995,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
23,Distribution Transformer,0.05227154,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
45,Distribution Transformer,0.052268874,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
19,Distribution Transformer,0.052252114,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
12,Distribution Transformer,0.052193407,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
2,Distribution Transformer,0.05195828,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.05191182,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
34,Distribution Transformer,0.05186931,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
49,Distribution Transformer,0.051835235,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
21,Distribution Transformer,0.05176474,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
34,Distribution Transformer,0.051715013,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
24,Distribution Transformer,0.05168466,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
16,Distribution Transformer,0.05129121,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
33,Distribution Transformer,0.051125515,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
44,Distribution Transformer,0.051123455,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
44,Distribution Transformer,0.05101173,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
14,Distribution Transformer,0.050977834,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.050900225,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
14,Distribution Transformer,0.050747715,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.050413407,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
14,Distribution Transformer,0.050376866,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
